Barrier Statue,16,1.6%,Tearlaments,12,1.3%,Voiceless Voice,25,1.7%,Swordsoul,12,1.4%,Fiendsmith,16,1.6%,Branded,13,1.2%,Ogdoadic,8,1.1%,Onomat,12,1.5%,Labrynth,16,1.2%,Centur-Ion,10,1.2%,Synchron,15,1.7%,HERO,21,1.3%
Shark,15,1.5%,Kashtira,11,1.2%,Spright,24,1.7%,Red Dragon Archfiend,12,1.4%,Branded,16,1.6%,Memento,12,1.1%,Centur-Ion,7,1.0%,Unchained,12,1.5%,Fire King,15,1.1%,Megalith,10,1.2%,Sky Striker,13,1.4%,Magnet Warrior,21,1.3%
Adamancipator,13,1.3%,Melodious,11,1.2%,Yubel,19,1.3%,Mathmech,12,1.4%,Labrynth,13,1.3%,Fire King,12,1.1%,Regenesis,7,1.0%,Regenesis,11,1.4%,Fiendsmith,15,1.1%,Mikanko,10,1.2%,Fire King,12,1.3%,Blue-Eyes,21,1.3%
Infernoble Knight,13,1.3%,Mathmech,11,1.2%,Fire King,17,1.2%,Mimighoul,10,1.1%,Phantasm Spiral,13,1.3%,Labrynth,12,1.1%,Fiendsmith,7,1.0%,Mathmech,10,1.3%,Mathmech,13,1.0%,Gem-Knights,9,1.1%,D/D/D,11,1.2%,Artmage,21,1.3%
Gimmick Puppet,13,1.3%,Infernoble Knight,11,1.2%,Gimmick Puppet,16,1.1%,Fire King,10,1.1%,Fire King,12,1.2%,Traptrix,10,0.9%,Dragonmaid,7,1.0%,Mermail Atlantean,9,1.2%,Centur-Ion,12,0.9%,Monarch,7,0.9%,Tearlaments,11,1.2%,D/D/D,19,1.2%
Plant,12,1.2%,Magical Musketeer,11,1.2%,Labrynth,16,1.1%,Labrynth,10,1.1%,Tearlaments,11,1.1%,White Forest,10,0.9%,Mermail Atlantean,6,0.9%,Dragonmaid,9,1.2%,Onomat,10,0.7%,Fire King,7,0.9%,Tenpai Dragon,8,0.9%,K9,16,1.0%
Sky Striker,12,1.2%,Shark,11,1.2%,Red Dragon Archfiend,15,1.0%,P.U.N.K.,9,1.0%,Fabled,8,0.8%,Gimmick Puppet,9,0.8%,White Forest,5,0.7%,Labrynth,9,1.2%,Voiceless Voice,10,0.7%,Branded,6,0.7%,Blue-Eyes,8,0.9%,Fire King,15,0.9%
Ritual Beast,10,1.0%,Thunder Dragon,9,0.9%,Tearlaments,14,1.0%,Exodia,9,1.0%,Exodia,8,0.8%,Exodia,9,0.8%,Kashtira,4,0.6%,Fiendsmith,8,1.0%,Mermail Atlantean,10,0.7%,Labrynth,6,0.7%,Maliss,8,0.9%,Crystron,14,0.9%
Dinomorphia,10,1.0%,Live☆Twin,8,0.8%,Mathmech,13,0.9%,Kashtira,9,1.0%,Mathmech,7,0.7%,Salamangreat,7,0.7%,Traptrix,4,0.6%,Voiceless Voice,8,1.0%,Unchained,9,0.7%,Snake-Eye,6,0.7%,Centur-Ion,8,0.9%,Live☆Twin,14,0.9%
Goblin Biker,10,1.0%,Exodia,8,0.8%,Infernoble Knight,13,0.9%,Pendulum,8,0.9%,Synchron,7,0.7%,Jurrac,7,0.7%,Dinomorphia,4,0.6%,Fire King,6,0.8%,Branded,9,0.7%,Mathmech,6,0.7%,Branded,7,0.8%,Snake-Eye,14,0.9%
Tachyon,10,1.0%,Tachyon,8,0.8%,Materiactor,13,0.9%,Traptrix,8,0.9%,Ice Barrier,7,0.7%,Magistus,7,0.7%,Shining Sarcophagus,4,0.6%,Centur-Ion,6,0.8%,Exodia,9,0.7%,Dinosaur,6,0.7%,Cyber Dragon,7,0.8%,Tenpai Dragon,13,0.8%
Dragon Link,9,0.9%,Gimmick Puppet,8,0.8%,Exodia,13,0.9%,Ice Barrier,7,0.8%,Memento,6,0.6%,Snake-Eye,6,0.6%,Sky Striker,4,0.6%,Jurrac,6,0.8%,Crystron,7,0.5%,Dragonmaid,5,0.6%,Gem-Knights,7,0.8%,Tearlaments,12,0.8%
Mathmech,9,0.9%,Plant,8,0.8%,HERO,11,0.8%,Shark,7,0.8%,Yubel,6,0.6%,HERO,6,0.6%,Red Dragon Archfiend,4,0.6%,Crystron,6,0.8%,Argostars,7,0.5%,Fiendsmith,5,0.6%,Memento,7,0.8%,Dragon Link,10,0.6%
Bystial,9,0.9%,Bystial,8,0.8%,Live☆Twin,11,0.8%,Plant,6,0.7%,Snake-Eye,6,0.6%,Vaylantz,5,0.5%,Yubel,4,0.6%,Infernoble Knight,6,0.8%,Monarch,7,0.5%,Memento,5,0.6%,Ogdoadic,6,0.7%,Exodia,9,0.6%
Chimera,9,0.9%,Purrely,8,0.8%,Unchained,10,0.7%,Chimera,6,0.7%,Traptrix,6,0.6%,Live☆Twin,5,0.5%,Tachyon,4,0.6%,Red Dragon Archfiend,5,0.6%,Kashtira,6,0.4%,Mimighoul,5,0.6%,Monarch,6,0.7%,Mikanko,9,0.6%
Traptrix,8,0.8%,Argostars,8,0.8%,Ancient Gear,10,0.7%,Salamangreat,5,0.6%,HERO,5,0.5%,Kashtira,5,0.5%,Dark Magician,3,0.4%,Cyber Dragon,5,0.6%,Cyber Dragon,6,0.4%,Barrier Statue,4,0.5%,HERO,5,0.6%,DoomZ,9,0.6%
Dark Magician,8,0.8%,Barrier Statue,7,0.7%,Melodious,10,0.7%,Dragon Link,5,0.6%,Sky Striker,5,0.5%,Ancient Gear,5,0.5%,Melodious,3,0.4%,Yubel,5,0.6%,Tearlaments,6,0.4%,Jurrac,4,0.5%,Thunder Dragon,5,0.6%,Rokket,9,0.6%
Thunder Dragon,8,0.8%,Red Dragon Archfiend,7,0.7%,Sky Striker,9,0.6%,HERO,5,0.6%,Bystial,5,0.5%,Spright,5,0.5%,Exodia,3,0.4%,Dark Magician,5,0.6%,Thunder Dragon,6,0.4%,Tearlaments,4,0.5%,Dragon Link,4,0.4%,Unchained,8,0.5%
Ancient Gear,8,0.8%,Fire King,7,0.7%,Dinosaur,9,0.6%,Gimmick Puppet,5,0.6%,Salamangreat,5,0.5%,Melodious,5,0.5%,Purrely,3,0.4%,Plant,5,0.6%,HERO,6,0.4%,Unchained,4,0.5%,Super Quant,4,0.4%,Branded,8,0.5%
HERO,7,0.7%,Ancient Gear,6,0.6%,Dragon Link,9,0.6%,Spright,5,0.6%,Ghoti,4,0.4%,Tachyon,5,0.5%,Crystron,3,0.4%,Super Quant,4,0.5%,Barrier Statue,5,0.4%,Argostars,4,0.5%,P.U.N.K.,4,0.4%,Mermail Atlantean,8,0.5%
Red Dragon Archfiend,7,0.7%,Sky Striker,6,0.6%,Salamangreat,9,0.6%,Unchained,5,0.6%,Live☆Twin,4,0.4%,Sky Striker,5,0.5%,Memento,3,0.4%,Mimighoul,4,0.5%,Traptrix,5,0.4%,Purrely,4,0.5%,Barrier Statue,4,0.4%,Dinosaur,7,0.4%
Magical Musketeer,7,0.7%,Raidraptor,6,0.6%,Traptrix,9,0.6%,Dinosaur,5,0.6%,Blackwings,4,0.4%,D/D/D,4,0.4%,Raidraptor,3,0.4%,Exodia,4,0.5%,Red Dragon Archfiend,5,0.4%,HERO,4,0.5%,Fiendsmith,3,0.3%,Labrynth,7,0.4%
Tearlaments,7,0.7%,Chimera,6,0.6%,Chimera,9,0.6%,Sky Striker,5,0.6%,Unchained,4,0.4%,Infernoble Knight,4,0.4%,Vaylantz,3,0.4%,Thunder Dragon,4,0.5%,Infernoble Knight,5,0.4%,Yubel,4,0.5%,Shark,3,0.3%,Mathmech,7,0.4%
Phantasm Spiral,6,0.6%,Dinomorphia,6,0.6%,Plant,8,0.6%,Yubel,5,0.6%,Melodious,4,0.4%,Vanquish Soul,4,0.4%,HERO,3,0.4%,Memento,4,0.5%,Magistus,5,0.4%,Infernoble Knight,3,0.4%,Mermail Atlantean,3,0.3%,Ice Barrier,7,0.4%
Vaalmonica,6,0.6%,Spright,5,0.5%,Shark,8,0.6%,Ancient Gear,4,0.5%,Ancient Gear,4,0.4%,Six Samurai,4,0.4%,Argostars,3,0.4%,Psychics,4,0.5%,Plant,5,0.4%,Voiceless Voice,3,0.4%,Mikanko,3,0.3%,Mimighoul,7,0.4%
Naturia,6,0.6%,Unchained,5,0.5%,Thunder Dragon,8,0.6%,Melodious,4,0.5%,Floowandereeze,4,0.4%,Mikanko,4,0.4%,Dragon Ruler,3,0.4%,Tachyon,4,0.5%,Super Quant,5,0.4%,Red Dragon Archfiend,3,0.4%,Endymion,3,0.3%,Super Quant,7,0.4%
Melodious,6,0.6%,Goblin Biker,5,0.5%,Dinomorphia,7,0.5%,Floowandereeze,4,0.5%,Nemleria,4,0.4%,Red Dragon Archfiend,4,0.4%,Infernoble Knight,2,0.3%,HERO,3,0.4%,Jurrac,5,0.4%,Floowandereeze,3,0.4%,Dinomorphia,3,0.3%,Jurrac,6,0.4%
Salamangreat,5,0.5%,Salamangreat,4,0.4%,Pendulum,7,0.5%,Ryu-Ge,4,0.5%,Plant,4,0.4%,Chimera,4,0.4%,Magistus,2,0.3%,Nouvelles,3,0.4%,D/D/D,5,0.4%,Kashtira,3,0.4%,Rokket,3,0.3%,P.U.N.K.,6,0.4%
Raidraptor,5,0.5%,Mikanko,4,0.4%,Purrely,7,0.5%,Dinomorphia,4,0.5%,Kashtira,3,0.3%,Dinomorphia,3,0.3%,Nouvelles,2,0.3%,Magistus,3,0.4%,Psychics,5,0.4%,Mermail Atlantean,3,0.4%,Exodia,3,0.3%,Memento,6,0.4%
Spright,5,0.5%,Runick,4,0.4%,Ritual Beast,7,0.5%,Dark Magician,4,0.5%,Dark Magician,3,0.3%,Plant,3,0.3%,Live☆Twin,2,0.3%,Morganite,3,0.4%,P.U.N.K.,4,0.3%,Ogdoadic,3,0.4%,Yubel,3,0.3%,Infernoble Knight,6,0.4%
ABC,4,0.4%,Rescue-ACE,4,0.4%,Ninja,7,0.5%,Purrely,4,0.5%,Endymion,3,0.3%,Thunder Dragon,3,0.3%,Salamangreat,2,0.3%,Tistina,3,0.4%,Dinosaur,4,0.3%,Cyber Dragon,3,0.4%,Labrynth,3,0.3%,Speedroid,5,0.3%
Ice Barrier,4,0.4%,Scareclaw,4,0.4%,Tachyon,7,0.5%,Goblin Biker,3,0.3%,Speedroid,3,0.3%,P.U.N.K.,3,0.3%,Gimmick Puppet,2,0.3%,Ryu-Ge,3,0.4%,Phantasm Spiral,4,0.3%,Dinomorphia,2,0.2%,Raidraptor,3,0.3%,Centur-Ion,5,0.3%
Unchained,4,0.4%,Drytron,3,0.3%,Barrier Statue,7,0.5%,Thunder Dragon,3,0.3%,Goblin Biker,3,0.3%,Red-Eyes,3,0.3%,Spright,2,0.3%,Ogdoadic,3,0.4%,Melodious,4,0.3%,Dogmatika,2,0.2%,Unchained,3,0.3%,Voiceless Voice,5,0.3%
Allure Queen,4,0.4%,Ritual Beast,3,0.3%,Argostars,7,0.5%,Tellarknight,3,0.3%,Tech Genus,3,0.3%,Raidraptor,3,0.3%,Drytron,2,0.3%,Argostars,3,0.4%,Goblin Biker,3,0.2%,Vaalmonica,2,0.2%,Dinosaur,3,0.3%,Kashtira,5,0.3%
Pendulum,4,0.4%,Evil Eye,3,0.3%,Vaalmonica,7,0.5%,True Draco,3,0.3%,Dinomorphia,3,0.3%,Yubel,3,0.3%,Six Samurai,2,0.3%,Dinosaur,2,0.3%,Spright,3,0.2%,Scareclaw,2,0.2%,Voiceless Voice,3,0.3%,Cyber Dragon,5,0.3%
Endymion,4,0.4%,Ninja,3,0.3%,Scareclaw,6,0.4%,Vanquish Soul,3,0.3%,Infernoble Knight,3,0.3%,Ice Barrier,3,0.3%,Tistina,2,0.3%,Traptrix,2,0.3%,Gimmick Puppet,3,0.2%,Plunder Patroll,2,0.2%,Gimmick Puppet,3,0.3%,Onomat,5,0.3%
Red-Eyes,4,0.4%,Metalmorph,3,0.3%,Rescue-ACE,6,0.4%,Live☆Twin,3,0.3%,Tachyon,3,0.3%,Mannadium,3,0.3%,Snake-Eye,2,0.3%,D/D/D,2,0.3%,Purrely,3,0.2%,Super Quant,2,0.2%,Jurrac,3,0.3%,Thunder Dragon,5,0.3%
Purrely,4,0.4%,Endymion,3,0.3%,Bystial,5,0.3%,Battlewasp,3,0.3%,Dinosaur,3,0.3%,Madolche,3,0.3%,Plant,2,0.3%,Vaylantz,2,0.3%,Yubel,3,0.2%,Chimera,2,0.2%,Penguin,2,0.2%,Barrier Statue,5,0.3%
Marincess,3,0.3%,Horus,3,0.3%,Ice Barrier,5,0.3%,Phantom Knights,3,0.3%,Magical Musketeer,3,0.3%,Pendulum,3,0.3%,Scareclaw,2,0.3%,Spright,2,0.3%,Nordic,2,0.1%,Exodia,2,0.2%,Generaider,2,0.2%,Melodious,4,0.3%
Live☆Twin,3,0.3%,Dragon Link,3,0.3%,Raidraptor,5,0.3%,Horus,3,0.3%,Shark,3,0.3%,Shark,3,0.3%,Crystal Beast,2,0.3%,Chimera,2,0.3%,Adventure,2,0.1%,Regenesis,2,0.2%,Drytron,2,0.2%,Traptrix,4,0.3%
Rank 8 go 2nd,3,0.3%,Lightsworn,3,0.3%,Arcana Force,5,0.3%,Galaxy Photon,3,0.3%,P.U.N.K.,3,0.3%,Crystal Beast,3,0.3%,D/D/D,2,0.3%,Infernoid,2,0.3%,B.E.S.,2,0.1%,Tachyon,2,0.2%,Red-Eyes,2,0.2%,Solfachord,4,0.3%
Harpies,3,0.3%,Vaylantz,3,0.3%,Metalmorph,5,0.3%,Drytron,2,0.2%,Dragon Link,2,0.2%,Ryu-Ge,3,0.3%,Morganite,2,0.3%,Six Samurai,2,0.3%,Mikanko,2,0.1%,Buster Blader,2,0.2%,Six Samurai,2,0.2%,/Assault Mode,4,0.3%
Paleozoic,3,0.3%,Vaalmonica,3,0.3%,D/D/D,5,0.3%,Vaylantz,2,0.2%,Ninja,2,0.2%,Scareclaw,3,0.3%,Vaalmonica,2,0.3%,Dinomorphia,2,0.3%,Eldlich,2,0.1%,Thunder Dragon,2,0.2%,Lightsworn,2,0.2%,Dragonmaid,4,0.3%
Infernoid,3,0.3%,Adamancipator,3,0.3%,Phantasm Spiral,4,0.3%,Dracoslayer,2,0.2%,Thunder Dragon,2,0.2%,Rank 8 go 2nd,2,0.2%,Phantasm Spiral,2,0.3%,Trickstar,2,0.3%,Ogdoadic,2,0.1%,SPYRAL,2,0.2%,Phantom Knights,2,0.2%,Runick,3,0.2%
Floowandereeze,3,0.3%,PSY-Frame,2,0.2%,Runick,4,0.3%,Scareclaw,2,0.2%,True Draco,2,0.2%,Phantom Knights,2,0.2%,Fabled,1,0.1%,Melodious,2,0.3%,Phantom Knights,2,0.1%,Spright,2,0.2%,Infernoble Knight,2,0.2%,Banquet FTK,3,0.2%
Vanquish Soul,3,0.3%,Vanquish Soul,2,0.2%,Magical Musketeer,4,0.3%,D/D/D,2,0.2%,Gimmick Puppet,2,0.2%,Generaider,2,0.2%,Cubic,1,0.1%,Evil Eye,2,0.3%,Salamangreat,2,0.1%,Phantom Knights,2,0.2%,Runick,2,0.2%,Galaxy Photon,3,0.2%
Rescue-ACE,3,0.3%,Dinosaur,2,0.2%,Vanquish Soul,4,0.3%,Endymion,2,0.2%,Galaxy Photon,2,0.2%,Paleozoic,2,0.2%,Chimera,1,0.1%,Libromancer,2,0.3%,Tachyon,2,0.1%,Rank 8 go 2nd,1,0.1%,Primite,2,0.2%,B.E.S.,3,0.2%
Cubic,2,0.2%,Phantom Knights,2,0.2%,Evil Eye,4,0.3%,Runick,2,0.2%,Ryu-Ge,2,0.2%,Dragon Link,2,0.2%,Zombies,1,0.1%,Vanquish Soul,2,0.3%,Synchron,2,0.1%,Superheavy Samurai,1,0.1%,Regenesis,2,0.2%,Regenesis,3,0.2%
Dracoslayer,2,0.2%,Dark Magician,2,0.2%,Crystal Beast,4,0.3%,Mikanko,2,0.2%,Purrely,2,0.2%,Dogmatika,2,0.2%,SPYRAL,1,0.1%,Mikanko,2,0.3%,Snake-Eye,2,0.1%,Vanquish Soul,1,0.1%,Zombies,2,0.2%,Tachyon,3,0.2%
True Draco,2,0.2%,Crystal Beast,2,0.2%,Egyptian God,4,0.3%,Vaalmonica,2,0.2%,Drytron,2,0.2%,True Draco,2,0.2%,Magnet Warrior,1,0.1%,Snake-Eye,2,0.3%,Ryu-Ge,2,0.1%,Fabled,1,0.1%,SPYRAL,2,0.2%,Vaalmonica,3,0.2%
Exosister,2,0.2%,Harpies,2,0.2%,Orcust,4,0.3%,Raidraptor,2,0.2%,D/D/D,2,0.2%,Dinosaur,2,0.2%,Vanquish Soul,1,0.1%,Scareclaw,2,0.3%,Mayakashi,2,0.1%,Generaider,1,0.1%,Ice Barrier,2,0.2%,Megalith,3,0.2%
Ninja,2,0.2%,Red-Eyes,2,0.2%,Floowandereeze,4,0.3%,Argostars,2,0.2%,Eldlich,2,0.2%,Adamancipator,2,0.2%,Phantom Knights,1,0.1%,Raidraptor,2,0.3%,Regenesis,2,0.1%,Paleozoic,1,0.1%,Ghoti,2,0.2%,Naturia,3,0.2%
Vaylantz,2,0.2%,D/D/D,2,0.2%,Dark Magician,4,0.3%,Harpies,2,0.2%,Pendulum,2,0.2%,Materiactor,2,0.2%,Thunder Dragon,1,0.1%,Mayakashi,1,0.1%,Red-Eyes,2,0.1%,Pendulum,1,0.1%,Solfachord,2,0.2%,Gouki,3,0.2%
Runick,2,0.2%,Melffy,2,0.2%,Phantom Knights,4,0.3%,Lightsworn,2,0.2%,Mikanko,1,0.1%,Floowandereeze,2,0.2%,Rescue-ACE,1,0.1%,True Draco Monarchs,1,0.1%,Paleozoic,2,0.1%,Mannadium,1,0.1%,Ancient Gear,2,0.2%,Spright,3,0.2%
Evilswarm,2,0.2%,Traptrix,2,0.2%,Harpies,3,0.2%,Ritual Beast,2,0.2%,Mimighoul,1,0.1%,Goblin Biker,2,0.2%,Evil Eye,1,0.1%,Infernity,1,0.1%,Magical Musketeer,2,0.1%,Melodious,1,0.1%,Melodious,2,0.2%,Endymion,3,0.2%
Phantom Knights,2,0.2%,Therion,2,0.2%,Paleozoic,3,0.2%,Shining Sarcophagus,1,0.1%,Chain Burn,1,0.1%,Eldlich,2,0.2%,Nekroz,1,0.1%,Endymion,1,0.1%,Floowandereeze,2,0.1%,Swordsoul,1,0.1%,Dragonmaid,2,0.2%,Rescue-ACE,3,0.2%
Lunalight,2,0.2%,Cubic,2,0.2%,Vaylantz,3,0.2%,Cubic,1,0.1%,Adamancipator,1,0.1%,Synchron,2,0.2%,P.U.N.K.,1,0.1%,True Draco,1,0.1%,Dark Magician,2,0.1%,Egyptian God,1,0.1%,Ryzeal,2,0.2%,Plant,2,0.1%
Mikanko,2,0.2%,Orcust,2,0.2%,SPYRAL,3,0.2%,Harpie Tri-Brigade,1,0.1%,Materiactor,1,0.1%,Runick,2,0.2%,Gravekeeper,1,0.1%,Herald,1,0.1%,Nouvelles,2,0.1%,Traptrix,1,0.1%,Allure Queen,2,0.2%,Phantom Knights,2,0.1%
Prank-Kids,2,0.2%,Madolche,2,0.2%,True Draco,3,0.2%,Utopia,1,0.1%,Ritual Beast,1,0.1%,Mimighoul,2,0.2%,World Legacy,1,0.1%,Materiactor,1,0.1%,Drytron,2,0.1%,True Draco,1,0.1%,Red Dragon Archfiend,2,0.2%,Marincess,2,0.1%
Drytron,2,0.2%,Sacred Beast,1,0.1%,Endymion,3,0.2%,Rescue-ACE,1,0.1%,Vaylantz,1,0.1%,Melffy,2,0.2%,Burn,1,0.1%,Red-Eyes,1,0.1%,Raidraptor,2,0.1%,Ice Barrier Crystrons,1,0.1%,Fabled,1,0.1%,Purrely,2,0.1%
D/D/D,2,0.2%,Herald,1,0.1%,Ogdoadic,3,0.2%,Mayakashi,1,0.1%,True Draco Monarchs,1,0.1%,Swordsoul,1,0.1%,Galaxy Photon,1,0.1%,Paleozoic,1,0.1%,ABC,1,0.1%,Psychics,1,0.1%,Floowandereeze,1,0.1%,Red Dragon Archfiend,2,0.1%
Dinosaur,2,0.2%,Alien,1,0.1%,Naturia,3,0.2%,Zombies,1,0.1%,World Legacy,1,0.1%,Exosister,1,0.1%,Materiactor,1,0.1%,P.U.N.K.,1,0.1%,Watt,1,0.1%,Gimmick Puppet,1,0.1%,Paleozoic,1,0.1%,Gimmick Puppet,2,0.1%
Ogdoadic,1,0.1%,SPYRAL,1,0.1%,Gladiator Beasts,3,0.2%,Materiactor,1,0.1%,Tistina,1,0.1%,Heraldic Beast,1,0.1%,Mikanko,1,0.1%,Phantasm Spiral,1,0.1%,Horus,1,0.1%,Eldlich,1,0.1%,Volcanic,1,0.1%,Fiendsmith,2,0.1%
Shining Sarcophagus,1,0.1%,Counter Fairies,1,0.1%,Cubic,3,0.2%,Invoke,1,0.1%,Madolche,1,0.1%,Prank-Kids,1,0.1%,Jurrac,1,0.1%,Eldlich,1,0.1%,Shaddoll,1,0.1%,Ursarctic,1,0.1%,Plant,1,0.1%,Chimera,2,0.1%
Infernity,1,0.1%,Darklord,1,0.1%,Fur Hire,3,0.2%,Magical Musketeer,1,0.1%,Generaider,1,0.1%,Altergeist,1,0.1%,Trickstar,1,0.1%,Bystial,1,0.1%,True Draco,1,0.1%,Rescue-ACE,1,0.1%,B.E.S.,1,0.1%,Lightsworn,2,0.1%
Earthbound,1,0.1%,Dream Mirror,1,0.1%,Machina,3,0.2%,Egyptian God,1,0.1%,Time Thief,1,0.1%,3-Axis,1,0.1%,Magical Musketeer,1,0.1%,Prank-Kids,1,0.1%,Therion,1,0.1%,Tri-Brigade,1,0.1%,Insect,1,0.1%,SPYRAL,2,0.1%
World Legacy,1,0.1%,Invoke,1,0.1%,Madolche,3,0.2%,Machina,1,0.1%,Virtual World,1,0.1%,Mayakashi,1,0.1%,Libromancer,1,0.1%,Drytron,1,0.1%,Vendread,1,0.1%,Drytron,1,0.1%,Eldlich,1,0.1%,Ritual Beast,2,0.1%
Mayakashi,1,0.1%,Mayakashi,1,0.1%,ABC,3,0.2%,Amazement,1,0.1%,Speedroid Windwitch,1,0.1%,Phantasm Spiral,1,0.1%,Eldlich,1,0.1%,Insect,1,0.1%,Naturia,1,0.1%,Ancient Gear,1,0.1%,Onomat,1,0.1%,Ghoti,2,0.1%
Eldlich,1,0.1%,ABC,1,0.1%,Marincess,2,0.1%,Monarch,1,0.1%,Battlewasp,1,0.1%,World Legacy,1,0.1%,PSY-Frame,1,0.1%,Orcust Mekk-Knight,1,0.1%,Libromancer,1,0.1%,Six Samurai,1,0.1%,Lunalight Raidraptor,1,0.1%,Gren Maju,2,0.1%
Gunkan Suship,1,0.1%,Floowandereeze,1,0.1%,Clear World,2,0.1%,Weather Painter,1,0.1%,Tenyi,1,0.1%,Lair of Darkness,1,0.1%,Nemleria,1,0.1%,Sky Striker Orcust,1,0.1%,Endymion,1,0.1%,Lightsworn,1,0.1%,Skull Servant,1,0.1%,Paleozoic,2,0.1%
