Ninja,7,0.9%,Sky Striker,7,0.8%,Ninja,11,0.7%,Sky Striker,7,0.9%,Adventure Phantom Knights,10,1.2%,Galaxy Photon,15,1.1%,Naturia,5,0.7%,Unchained,8,1.0%,Mikanko,13,1.1%,Scareclaw,8,0.9%,Spright,6,0.8%,Ninja,6,0.8%
Naturia,7,0.9%,Scareclaw,6,0.7%,Unchained,11,0.7%,Altergeist,7,0.9%,Orcust,9,1.1%,Endymion,13,1.0%,Vaalmonica,5,0.7%,Mannadium,8,1.0%,Ice Barrier,12,1.0%,Vanquish Soul,7,0.8%,Mikanko,6,0.8%,Madolche,6,0.8%
@Ignister,6,0.8%,@Ignister,6,0.7%,Rikka,10,0.7%,Ninja,6,0.8%,Stun,9,1.1%,Resonators,13,1.0%,Dinos,5,0.7%,Bystial Runick,7,0.9%,Naturia,12,1.0%,Raidraptor,7,0.8%,Kashtira,6,0.8%,Shining Sarcophagus,6,0.8%
Speedroid,6,0.8%,Floowandereeze,5,0.6%,@Ignister,10,0.7%,Traptrix,6,0.8%,Exosister,9,1.1%,HEROs,13,1.0%,Unchained,5,0.7%,HEROs,7,0.9%,Vaylantz,11,0.9%,Endymion,7,0.8%,Vaylantz,5,0.7%,Dracoslayer,5,0.7%
Marincess,6,0.8%,Dragon Link,5,0.6%,Spright,10,0.7%,Endymion,6,0.8%,Mikanko,8,1.0%,Mikanko,13,1.0%,D/D/D,4,0.6%,Endymion,7,0.9%,Live☆Twin Spright,10,0.8%,Ice Barrier,7,0.8%,Lightsworn,5,0.7%,Kashtira,5,0.7%
Code Talker,5,0.7%,Blackwings,5,0.6%,Tech Genus,10,0.7%,Synchrons,6,0.8%,Dinos,7,0.8%,Live☆Twin Spright,13,1.0%,Magical Musket,4,0.6%,Naturia,7,0.9%,Paleozoic,10,0.8%,Resonators,7,0.8%,Vanquish Soul,5,0.7%,Vaylantz,5,0.7%
Eldlich,5,0.7%,Plunder Patroll,5,0.6%,Adventure Phantom Knights,9,0.6%,Eldlich,5,0.6%,Traptrix,7,0.8%,Synchrons,12,0.9%,Live☆Twin Spright,4,0.6%,Ninja,6,0.8%,Sky Striker,10,0.8%,Floowandereeze,6,0.7%,Sky Striker,5,0.7%,Purrely,5,0.7%
Thunder Dragon,5,0.7%,Fur Hire,4,0.5%,Zoodiac,9,0.6%,Chain Burn,5,0.6%,Rikka,7,0.8%,Fire King Tri-Brigade,12,0.9%,Mannadium,4,0.6%,Runick Spright,6,0.8%,Lightsworn,9,0.7%,Synchrons,6,0.7%,Endymion,5,0.7%,HEROs,5,0.7%
P.U.N.K.,4,0.5%,Mayakashi,4,0.5%,Endymion,9,0.6%,Infernoble Knight,5,0.6%,Eldlich,7,0.8%,Rikka,11,0.8%,Horus,4,0.6%,Horus,6,0.8%,Raidraptor,9,0.7%,Live☆Twin Spright,6,0.7%,Dragon Link,5,0.7%,Vanquish Soul,5,0.7%
Lunalight,4,0.5%,Thunder Dragon,4,0.5%,Marincess,9,0.6%,Galaxy Photon,5,0.6%,P.U.N.K.,7,0.8%,Dinos,10,0.8%,Memento,4,0.6%,Swordsoul Tenyi,6,0.8%,Stardust Bystial,9,0.7%,Naturia,6,0.7%,Naturia,5,0.7%,Marincess,5,0.7%
Synchrons,4,0.5%,Gold Pride,4,0.5%,Chain Burn,9,0.6%,Lyrilusc,4,0.5%,Bystial Runick,6,0.7%,Memento,10,0.8%,Supreme King,4,0.6%,Dragon Link,6,0.8%,Endymion,9,0.7%,Lightsworn,6,0.7%,D/D/D,4,0.5%,Mikanko,4,0.6%
Adventure Prank-Kids,4,0.5%,Galaxy Photon,4,0.5%,Dogmatika,9,0.6%,Runick,4,0.5%,Buster Blader,6,0.7%,Paleozoic,10,0.8%,Tellarknight,3,0.4%,Traptrix,6,0.8%,Dinos,8,0.6%,Pendulum Magician,6,0.7%,Mannadium,4,0.5%,Supreme King Melodious,4,0.6%
Plunder Patroll,4,0.5%,Tellarknight,4,0.5%,SPYRAL,8,0.5%,Lunalight,4,0.5%,Volcanic,6,0.7%,Dragon Link,9,0.7%,Pendulum Magician,3,0.4%,Salamangreat,6,0.8%,Salamangreat,7,0.6%,HEROs,5,0.6%,Plunder Patroll,4,0.5%,Invoked,4,0.6%
Adventure Phantom Knights,4,0.5%,Vaylantz,4,0.5%,Adventure Prank-Kids,8,0.5%,Spright,4,0.5%,Bystial,5,0.6%,Evil Eye,9,0.7%,Majespecter,3,0.4%,Vaylantz,5,0.6%,Chimera,7,0.6%,Spright,5,0.6%,Purrely,4,0.5%,Dogmatika,4,0.6%
Bystial,4,0.5%,Virtual World,3,0.4%,Scareclaw,8,0.5%,Thunder Dragon,4,0.5%,Spright,5,0.6%,Marincess,9,0.7%,Adventure Phantom Knights,3,0.4%,@Ignister,5,0.6%,Scareclaw,7,0.6%,Kashtira,5,0.6%,Dracoslayer,4,0.5%,Scareclaw,4,0.6%
Drytron,4,0.5%,Blue-Eyes,3,0.4%,Live☆Twin Spright,8,0.5%,Evil Eye,4,0.5%,Galaxy Photon,5,0.6%,Adventure Phantom Knights,9,0.7%,Swordsoul Tenyi,3,0.4%,Dinomorphia,5,0.6%,Evil Eye,6,0.5%,Traptrix,5,0.6%,HEROs,4,0.5%,Traptrix,4,0.6%
Purrely,3,0.4%,Bystial Runick,3,0.4%,Runick Spright,7,0.5%,Tellarknight,4,0.5%,Danger Dark World,5,0.6%,Spright,9,0.7%,HEROs,3,0.4%,Synchrons,5,0.6%,Dinomorphia,6,0.5%,Unchained,4,0.5%,Swordsoul Tenyi,4,0.5%,Runick Spright,4,0.6%
Spright,3,0.4%,Zoodiac,3,0.4%,Galaxy Photon,7,0.5%,Burn,4,0.5%,Scareclaw,5,0.6%,Thunder Dragon,8,0.6%,Neo-Spacian,3,0.4%,Lunalight,4,0.5%,Pendulum Magician,6,0.5%,Thunder Dragon,4,0.5%,Ancient Gear,4,0.5%,Mannadium,4,0.6%
Zoodiac,3,0.4%,Naturia,3,0.4%,Earthbound,7,0.5%,Volcanic,3,0.4%,Gravekeeper's,5,0.6%,Chimera,8,0.6%,Scareclaw Tri-Brigade,3,0.4%,Sky Striker,4,0.5%,Ninja,6,0.5%,Dracoslayer,4,0.5%,Bystial Runick,4,0.5%,Generaider,3,0.4%
Magikey,3,0.4%,Runick,3,0.4%,Burn,7,0.5%,Live☆Twin Spright,3,0.4%,Dragon Link,5,0.6%,Runick Spright,8,0.6%,Fire King,3,0.4%,Adventure Phantom Knights,4,0.5%,Mannadium,6,0.5%,Ogdoadic,4,0.5%,Goblin Biker,4,0.5%,Dragon Link,3,0.4%
Ancient Warriors,3,0.4%,Rikka,3,0.4%,Odd-Eyes,7,0.5%,Paleozoic,3,0.4%,Sky Striker,5,0.6%,Exosister,8,0.6%,Synchrons,3,0.4%,Dinos,4,0.5%,Ogdoadic,6,0.5%,P.U.N.K.,4,0.5%,Runick Spright,4,0.5%,Sky Striker,3,0.4%
Runick,3,0.4%,Eldlich,3,0.4%,Thunder Dragon,6,0.4%,Vaylantz,3,0.4%,Ninja,4,0.5%,@Ignister,8,0.6%,Crystal Beast,3,0.4%,Snake-Eye,4,0.5%,Aroma,6,0.5%,@Ignister,3,0.3%,Shining Sarcophagus,4,0.5%,Ice Barrier,3,0.4%
SPYRAL,3,0.4%,Live☆Twin,3,0.4%,Infernoid,6,0.4%,Abyss Actor,3,0.4%,Snake-Eye Rescue Ace,4,0.5%,Gishki,7,0.5%,Gishki,3,0.4%,Zoodiac,4,0.5%,Genex,6,0.5%,Madolche,3,0.3%,Dinos,4,0.5%,Floowandereeze,3,0.4%
Dracoslayer,3,0.4%,Code Talker,3,0.4%,Naturia,6,0.4%,Blue-Eyes,3,0.4%,Synchrons,4,0.5%,P.U.N.K.,7,0.5%,Exosister,3,0.4%,Fur Hire,4,0.5%,Adventure Phantom Knights,6,0.5%,Evil Eye,3,0.3%,Infernoid,4,0.5%,Fire King,3,0.4%
Scareclaw,3,0.4%,Salamangreat,3,0.4%,Nemleria,6,0.4%,Speedroid,3,0.4%,SPYRAL,4,0.5%,Superheavy Samurai,7,0.5%,Zoodiac,3,0.4%,SPYRAL,4,0.5%,Exosister,5,0.4%,D/D/D,3,0.3%,Thunder Dragon,4,0.5%,Phantom Knight Orcust,3,0.4%
Ghoti,3,0.4%,Endymion,3,0.4%,Fur Hire,5,0.3%,Drytron,3,0.4%,8-Axis Blind Second,3,0.4%,Vaylantz,7,0.5%,Dragon Link,3,0.4%,Evil Eye,4,0.5%,Vaalmonica,5,0.4%,Vaalmonica,3,0.3%,Branded Tearlaments,3,0.4%,SPYRAL,3,0.4%
Orcust,3,0.4%,Dogmatika,3,0.4%,Drytron,5,0.3%,Danger Dark World,2,0.3%,@Ignister,3,0.4%,SPYRAL,7,0.5%,SPYRAL,3,0.4%,Stardust Bystial,4,0.5%,Code Talker,5,0.4%,Adventure Phantom Knights,3,0.3%,Code Talker,3,0.4%,Thunder Dragon,3,0.4%
Agents,3,0.4%,Live☆Twin Spright,3,0.4%,Plunder Patroll,5,0.3%,Code Talker,2,0.3%,Melffy,3,0.4%,Volcanic,6,0.5%,Runick Spright,2,0.3%,Ogdoadic,4,0.5%,Generaider,5,0.4%,Chimera,3,0.3%,Runick,3,0.4%,Ancient Gear,3,0.4%
Nordic,3,0.4%,Pendulum Magician,3,0.4%,Lyrilusc Tri-Brigade,5,0.3%,Crystal Beast,2,0.3%,Evil Eye,3,0.4%,Scareclaw,6,0.5%,Exodia,2,0.3%,Plunder Patroll,3,0.4%,D/D/D,5,0.4%,Swordsoul Tenyi,3,0.3%,Stardust Bystial,3,0.4%,Vaalmonica,3,0.4%
Runick Spright,3,0.4%,Purrely,3,0.4%,Blackwings,5,0.3%,Evol,2,0.3%,Endymion,3,0.4%,Traptrix,6,0.5%,Eldlich,2,0.3%,Volcanic,3,0.4%,Thunder Dragon,5,0.4%,Snake-Eye,3,0.3%,@Ignister,3,0.4%,Adventure Phantom Knights,3,0.4%
Tellarknight,3,0.4%,Lyrilusc,3,0.4%,Purrely,5,0.3%,Neo-Spacian,2,0.3%,Gold Pride,3,0.4%,Bystial Runick,6,0.5%,Earth Machine,2,0.3%,Blackwings,3,0.4%,@Ignister,5,0.4%,Fur Hire,3,0.3%,Horus,3,0.4%,Unchained,3,0.4%
Live☆Twin Spright,2,0.3%,Gravekeeper's,2,0.2%,Code Talker,5,0.3%,Invoked Dogmatika,2,0.3%,Agents,3,0.4%,Earth Machine,5,0.4%,Drytron,2,0.3%,Code Talker,3,0.4%,Burn,4,0.3%,Zombies,3,0.3%,Ninja,3,0.4%,Paleozoic,3,0.4%
Phantom Knights,2,0.3%,Gem-Knights,2,0.2%,Generaider,5,0.3%,Generaider,2,0.3%,Blue-Eyes,3,0.4%,Madolche,5,0.4%,Chimera,2,0.3%,D/D/D,3,0.4%,Synchrons,4,0.3%,Dinos,3,0.3%,Synchrons,3,0.4%,D/D/D,3,0.4%
Rescue-ACE,2,0.3%,Dragonmaid,2,0.2%,Madolche,5,0.3%,Amazement,2,0.3%,Tellarknight,3,0.4%,Blackwings,5,0.4%,Dracoslayer,2,0.3%,Live☆Twin Spright,3,0.4%,HEROs,4,0.3%,Marincess,3,0.3%,Pendulum Magician,3,0.4%,Bystial Runick,3,0.4%
Stardust Bystial,2,0.3%,Infernoid,2,0.2%,Charmer,4,0.3%,Phantom Knights,2,0.3%,Burn,2,0.2%,Branded Tearlaments,5,0.4%,Bystial Runick,2,0.3%,Paleozoic,3,0.4%,Runick,4,0.3%,Horus,3,0.3%,Vaalmonica,3,0.4%,Skull Servant,2,0.3%
Numeron,2,0.3%,Neo-Spacian,2,0.2%,Lyrilusc,4,0.3%,Branded Tearlaments,2,0.3%,Lunalight,2,0.2%,Ninja,5,0.4%,Lunalight,2,0.3%,Galaxy Photon,3,0.4%,Marincess,4,0.3%,Runick Spright,3,0.3%,8-Axis Blind Second,2,0.3%,Odd-Eyes,2,0.3%
Armed Dragon,2,0.3%,Bystial,2,0.2%,Eldlich,4,0.3%,Springans,2,0.3%,PSY-Frame,2,0.2%,D/D/D,4,0.3%,Mikanko,2,0.3%,Vaalmonica,3,0.4%,Eldlich,4,0.3%,Dragon Link,3,0.3%,Galaxy Photon,2,0.3%,Rescue-ACE,2,0.3%
Cyber Dragon,2,0.3%,Agents,2,0.2%,P.U.N.K.,4,0.3%,Salamangreat,2,0.3%,Zoodiac,2,0.2%,Fur Hire,4,0.3%,Stall,2,0.3%,Dark Magician,3,0.4%,Buster Blader,3,0.2%,Galaxy Photon,3,0.3%,SPYRAL,2,0.3%,Galaxy Photon,2,0.3%
Swordsoul,2,0.3%,Phantom Knights,2,0.2%,Neo-Spacian,4,0.3%,PSY-Frame,2,0.3%,Lair of Darkness,2,0.2%,Snake-Eye Rescue Ace,4,0.3%,Burn,2,0.3%,Supreme King,3,0.4%,Exodia,3,0.2%,Cyber Dragon,3,0.3%,Superheavy Samurai,2,0.3%,Zoodiac,2,0.3%
Exodia,2,0.3%,Melffy,2,0.2%,Tri-Brigade Spright,4,0.3%,@Ignister,2,0.3%,Therion,2,0.2%,Burn,4,0.3%,Appliancer,2,0.3%,Thunder Dragon,3,0.4%,Lunalight,3,0.2%,Mekk-Knights,3,0.3%,Phantom Knights,2,0.3%,Endymion,2,0.3%
Therion,2,0.3%,Chain Burn,2,0.2%,Runick,4,0.3%,Stardust Bystial,2,0.3%,Branded Tearlaments,2,0.2%,Odd-Eyes,4,0.3%,Evil Eye,2,0.3%,Marincess,2,0.2%,SPYRAL,3,0.2%,Dragunity,2,0.2%,Salamangreat,2,0.3%,Dragonmaid,2,0.3%
Springans,2,0.3%,Earth Machine,2,0.2%,Orcust,4,0.3%,Orcust,2,0.3%,D/D/D,2,0.2%,Infernoid,4,0.3%,Scareclaw,2,0.3%,Nouvelles,2,0.2%,P.U.N.K.,3,0.2%,Dogmatika,2,0.2%,Drytron,2,0.3%,Charmer,2,0.3%
Galaxy Photon,2,0.3%,Phantom Knight Orcust,2,0.2%,Agents,4,0.3%,Infernoid,2,0.3%,Shark,2,0.2%,Tellarknight,4,0.3%,Paleozoic,2,0.3%,Drytron,2,0.2%,Fur Hire,3,0.2%,Volcanic,2,0.2%,P.U.N.K.,2,0.3%,Dinos,2,0.3%
Gladiator Beast Tri-Brigade,2,0.3%,Ghoti,2,0.2%,Gold Pride,4,0.3%,Runick Spright,2,0.3%,Phantom Knights,2,0.2%,Therion,4,0.3%,Code Talker,2,0.3%,Majespecter,2,0.2%,Orcust,3,0.2%,Eldlich,2,0.2%,Live☆Twin Unchained,2,0.3%,P.U.N.K.,2,0.3%
Monarchs,2,0.3%,Speedroid,2,0.2%,Earth Machine,4,0.3%,Gravekeeper's,2,0.3%,Gishki,2,0.2%,Orcust,4,0.3%,Orcust,2,0.3%,Numeron,2,0.2%,Melffy,3,0.2%,Ninja,2,0.2%,Floowandereeze,2,0.3%,Flame Swordsman,2,0.3%
Gravekeeper's,2,0.3%,Cyber Dragon,2,0.2%,Ghoti,4,0.3%,Blackwings,2,0.3%,Dogmatika,2,0.2%,Fluffal,4,0.3%,Mekk-Knights,2,0.3%,Virtual World,2,0.2%,Fire King,3,0.2%,Infernity,2,0.2%,Nemleria,2,0.3%,Subterror,2,0.3%
Mekk-Knights,2,0.3%,Nemleria,2,0.2%,8-Axis Blind Second,3,0.2%,Adventure Phantom Knights,2,0.3%,Dragunity,2,0.2%,Altergeist,3,0.2%,Melffy,2,0.3%,Crystal Beast,2,0.2%,Supreme King,3,0.2%,Code Talker,2,0.2%,True Draco Monarchs,2,0.3%,Pendulum Magician,2,0.3%
Tri-Brigade Spright,2,0.3%,Raidraptor,2,0.2%,Gravekeeper's,3,0.2%,Ogdoadic,2,0.3%,Umi Control,2,0.2%,Neo-Spacian,3,0.2%,Blue-Eyes,2,0.3%,Infernity,2,0.2%,Zoodiac,3,0.2%,Majespecter,2,0.2%,Warrior Combo,2,0.3%,Ogdoadic,2,0.3%
3-Axis,1,0.1%,Lunalight,2,0.2%,Dragunity,3,0.2%,Odd-Eyes,2,0.3%,Odd-Eyes,2,0.2%,Melffy,3,0.2%,Thunder Dragon,2,0.3%,Memento,2,0.2%,Dark Magician,3,0.2%,Plunder Patroll,2,0.2%,Dragunity,2,0.3%,Infernoid,2,0.3%
Virtual World,1,0.1%,Dark Magician,2,0.2%,Vaylantz,3,0.2%,Bystial Runick,2,0.3%,Generaider,2,0.2%,Predaplant,3,0.2%,Madolche,1,0.1%,Penguin,2,0.2%,Galaxy Photon,3,0.2%,Sky Striker,2,0.2%,Shaddoll,2,0.3%,Amazement,2,0.3%
Toon,1,0.1%,Drytron,2,0.2%,Malefic,3,0.2%,Gem-Knights,1,0.1%,Nouvelles,2,0.2%,Dark Magician,3,0.2%,Superheavy Samurai,1,0.1%,Warrior Combo,2,0.2%,Infernoid,3,0.2%,Runick,2,0.2%,Fire King,2,0.3%,Red-Eyes,2,0.3%
Warrior Combo,1,0.1%,Runick Spright,2,0.2%,Lunalight,3,0.2%,Dogmatika,1,0.1%,Mayakashi,2,0.2%,Cyber Dragon,3,0.2%,Amazement,1,0.1%,Superheavy Samurai,2,0.2%,Stall,3,0.2%,Crystal Beast,2,0.2%,Majespecter,2,0.3%,Lightsworn,2,0.3%
Dragunity,1,0.1%,Marincess,2,0.2%,ABC,3,0.2%,Witchcrafter,1,0.1%,Dracoslayer,2,0.2%,Stardust Bystial,3,0.2%,Shinobird,1,0.1%,Prank-Kids,2,0.2%,Dragunity,2,0.2%,Drytron,2,0.2%,Exodia,2,0.3%,Raidraptor,2,0.3%
Atlantean,1,0.1%,Therion,2,0.2%,Paleozoic,3,0.2%,Dragunity,1,0.1%,Springans,2,0.2%,Dogmatika,3,0.2%,Dream Mirror,1,0.1%,Exosister,2,0.2%,Blind Second,2,0.2%,Subterror,2,0.2%,Marincess,2,0.3%,Plunder Patroll,2,0.3%
Solfachord,1,0.1%,8-Axis Blind Second,2,0.2%,Swordsoul,3,0.2%,Solfachord,1,0.1%,Crystal Beast,2,0.2%,Danger Dark World,3,0.2%,Time Thief,1,0.1%,Icejade,1,0.1%,Beetroopers,2,0.2%,Nemleria,1,0.1%,Rescue-ACE,2,0.3%,Spright,2,0.3%
Umi Control,1,0.1%,Orcust,2,0.2%,Cyber Dragon,3,0.2%,Live☆Twin Unchained,1,0.1%,Drytron,2,0.2%,Umi Control,3,0.2%,Runick,1,0.1%,Ursarctic,1,0.1%,Plunder Patroll,2,0.2%,Exodia,1,0.1%,Odd-Eyes,2,0.3%,Code Talker,2,0.3%
Live☆Twin,1,0.1%,Volcanic,1,0.1%,Tistina,3,0.2%,ABC,1,0.1%,Neo-Spacian,2,0.2%,Performapal,3,0.2%,Infernity,1,0.1%,Dual Avatar,1,0.1%,Fire King Tri-Brigade,2,0.2%,Supreme King,1,0.1%,Dogmatika,2,0.3%,Exosister,2,0.3%
Vaylantz,1,0.1%,Evilswarm,1,0.1%,Prank-Kids,3,0.2%,Lunalight Tri-Brigade,1,0.1%,Runick Spright,2,0.2%,Runick,2,0.2%,Gren Maju,1,0.1%,P.U.N.K.,1,0.1%,Unchained,2,0.2%,Live☆Twin,1,0.1%,Ogdoadic,2,0.3%,Synchrons,2,0.3%
