Month,Deck,Percent
2025-02,Aero Shark FTK,0.1
2025-02,Shining Sarcophagus,0.1
2025-02,Agents,0.1
2025-02,Magnet Warrior,0.1
2025-02,Tri-Brigade,0.1
2025-02,Symphonic Warrior,0.1
2025-02,Infernity,0.1
2025-02,Odd-Eyes,0.1
2025-02,Eldlich,0.1
2025-02,Cyberse Combo,0.1
2025-02,Numeron,0.1
2025-02,Adamancipator,0.1
2025-02,Flame Swordsman,0.1
2025-02,ABC,0.1
2025-02,Nordic,0.1
2025-02,Prank-Kids,0.1
2025-02,Exosister,0.1
2025-02,Zombies,0.1
2025-02,Time Thief,0.1
2025-02,Charmer,0.1
2025-02,Cyber Dragon,0.1
2025-02,World Chalice,0.1
2025-02,World Legacy,0.1
2025-02,Trickstar,0.1
2025-02,Fabled,0.1
2025-02,Earthbound,0.1
2025-02,Ancient Warriors,0.1
2025-02,Adventure,0.1
2025-02,Ogdoadic,0.1
2025-02,Necrofear,0.1
2025-02,Lightsworn,0.1
2025-02,Spirits,0.1
2025-02,/Assault Mode,0.1
2025-02,Dream Mirror,0.1
2025-02,Madolche,0.1
2025-03,Snake-Eye,9.2
2025-03,Blue-Eyes,8.6
2025-03,Tenpai Dragon,8.4
2025-03,White Forest,6.0
2025-03,Exodia,3.1
2025-03,Labrynth,3.1
2025-03,Tachyon,2.9
2025-03,Kashtira,2.8
2025-03,Branded,2.8
2025-03,Tearlaments,2.6
2025-03,Barrier Statue,2.4
2025-03,Voiceless Voice,2.3
2025-03,Mathmech,2.2
2025-03,Yubel,1.9
2025-03,Fiendsmith,1.7
2025-03,Chimera,1.5
2025-03,Fire King,1.4
2025-03,Bystial,1.4
2025-03,Dinomorphia,1.4
2025-03,Centur-Ion,1.3
2025-03,ABC,1.2
2025-03,Magical Musketeer,1.2
2025-03,Sky Striker,1.0
2025-03,Infernoble Knight,1.0
2025-03,Red Dragon Archfiend,1.0
2025-03,Vanquish Soul,0.8
2025-03,Rescue-ACE,0.8
2025-03,Traptrix,0.8
2025-03,Melodious,0.8
2025-03,Ritual Beast,0.7
2025-03,Salamangreat,0.7
2025-03,Pendulum,0.6
2025-03,Gimmick Puppet,0.6
2025-03,Runick,0.6
2025-03,HERO,0.6
2025-03,Spright,0.6
2025-03,Orcust,0.6
2025-03,Ancient Gear,0.5
2025-03,Thunder Dragon,0.5
2025-03,Scareclaw,0.5
2025-03,Raidraptor,0.5
2025-03,Ice Barrier,0.5
2025-03,Floowandereeze,0.5
2025-03,Naturia,0.5
2025-03,Dragon Link,0.5
2025-03,Purrely,0.5
2025-03,Vaalmonica,0.5
2025-03,Red-Eyes,0.5
2025-03,Plant,0.4
2025-03,Unchained,0.4
2025-03,Live☆Twin,0.4
2025-03,Madolche,0.4
2025-03,Umi,0.4
2025-03,Exosister,0.4
2025-03,Zoodiac,0.3
2025-03,Mikanko,0.3
2025-03,True Draco,0.3
2025-03,Phantom Knights,0.3
2025-03,Lightsworn,0.3
2025-03,Endymion,0.3
2025-03,Dracoslayer,0.3
2025-03,Stall,0.3
2025-03,Infernoid,0.3
2025-03,Lunalight,0.3
2025-03,Swordsoul,0.3
2025-03,Time Thief,0.3
2025-03,Marincess,0.3
2025-03,Goblin Biker,0.3
2025-03,Vaylantz,0.2
2025-03,Zombies,0.2
2025-03,D/D/D,0.2
2025-03,Volcanic,0.2
2025-03,Utopia,0.2
2025-03,Rank 8 go 2nd,0.2
2025-03,Ghoti,0.2
2025-03,Paleozoic,0.2
2025-03,Dragoon,0.2
2025-03,Drytron,0.2
2025-03,Dinosaur,0.2
2025-03,Earthbound,0.2
2025-03,Galaxy Photon,0.2
2025-03,Fur Hire,0.2
2025-03,Synchron,0.2
2025-03,Ninja,0.2
2025-03,Crusadia,0.1
2025-03,SPYRAL,0.1
2025-03,Malefic,0.1
2025-03,Shining Sarcophagus,0.1
2025-03,Trickstar,0.1
2025-03,Therion,0.1
2025-03,Performapal,0.1
2025-03,Crystal Beast,0.1
2025-03,Weather Painter,0.1
2025-03,Shinobird,0.1
2025-03,Tellarknight,0.1
2025-03,Dark World,0.1
2025-03,Infernity,0.1
2025-03,Burn,0.1
2025-03,Buster Blader,0.1
2025-03,Numeron,0.1
2025-03,Libromancer,0.1
2025-03,Horus,0.1
2025-03,Memento,0.1
2025-03,Performage,0.1
2025-03,Mekk-Knights,0.1
2025-03,Myutant Thunder Dragon,0.1
2025-03,Nordic,0.1
2025-03,Skull Servant,0.1
2025-03,Altergeist,0.1
2025-03,Mayakashi Eldlich,0.1
2025-03,Egyptian God,0.1
2025-03,Megalith,0.1
2025-03,Blackwings,0.1
2025-03,Tistina,0.1
2025-03,Ashened,0.1
2025-03,Dragonmaid,0.1
2025-03,Nekroz,0.1
2025-03,Invoke,0.1
2025-03,Superheavy Samurai,0.1
2025-03,World Legacy,0.1
2025-03,Insect,0.1
2025-03,Dogmatika,0.1
2025-03,Tri-Brigade,0.1
2025-03,Eldlich,0.1
2025-03,Plunder Patroll,0.1
2025-03,Ursarctic,0.1
2025-03,Ogdoadic,0.1
2025-03,Agents,0.1
2025-03,Subterror,0.1
2025-03,Myutant,0.1
2025-03,Auroradon Combo,0.1
2025-03,Light and Darkness,0.1
2025-03,Zefra,0.1
2025-03,P.U.N.K.,0.1
2025-03,Shark,0.1
2025-03,Harpies,0.1
2025-03,Kozmo,0.1
2025-03,Ancient Warriors,0.1
2025-03,Generaider,0.1
2025-03,Flame Swordsman,0.1
2025-03,Odd-Eyes,0.1
2025-03,Gold Pride,0.1
2025-03,Allure Queen,0.1
2025-03,Mannadium,0.1
2025-03,Mayakashi,0.1
2025-03,Melffy Tri-Brigade,0.1
2025-04,Blue-Eyes,21.7
2025-04,Tenpai Dragon,4.3
2025-04,Centur-Ion,4.2
2025-04,Fiendsmith,4.0
2025-04,Memento,3.8
2025-04,Snake-Eye,2.7
2025-04,Branded,2.6
2025-04,Labrynth,2.5
2025-04,Exodia,2.5
2025-04,Yubel,2.5
2025-04,White Forest,2.5
2025-04,Voiceless Voice,2.4
2025-04,Kashtira,1.8
2025-04,Barrier Statue,1.6
2025-04,Fire King,1.6
2025-04,Shark,1.5
2025-04,Adamancipator,1.3
2025-04,Infernoble Knight,1.3
2025-04,Gimmick Puppet,1.3
2025-04,Plant,1.2
2025-04,Sky Striker,1.2
2025-04,Tachyon,1.0
2025-04,Ritual Beast,1.0
2025-04,Dinomorphia,1.0
2025-04,Goblin Biker,1.0
2025-04,Mathmech,0.9
2025-04,Bystial,0.9
2025-04,Dragon Link,0.9
2025-04,Chimera,0.9
2025-04,Thunder Dragon,0.8
2025-04,Traptrix,0.8
2025-04,Ancient Gear,0.8
2025-04,Tearlaments,0.7
2025-04,Red Dragon Archfiend,0.7
2025-04,Dark Magician,0.7
2025-04,Magical Musketeer,0.7
2025-04,HERO,0.7
2025-04,Melodious,0.6
2025-04,Naturia,0.6
2025-04,Vaalmonica,0.6
2025-04,Phantasm Spiral,0.6
2025-04,Raidraptor,0.5
2025-04,Spright,0.5
2025-04,Salamangreat,0.5
2025-04,Pendulum,0.4
2025-04,Purrely,0.4
2025-04,Allure Queen,0.4
2025-04,Ice Barrier,0.4
2025-04,Red-Eyes,0.4
2025-04,Unchained,0.4
2025-04,ABC,0.4
2025-04,Endymion,0.4
2025-04,Vanquish Soul,0.3
2025-04,Rescue-ACE,0.3
2025-04,Marincess,0.3
2025-04,Floowandereeze,0.3
2025-04,Harpies,0.3
2025-04,Infernoid,0.3
2025-04,Paleozoic,0.3
2025-04,Live☆Twin,0.3
2025-04,Rank 8 go 2nd,0.3
2025-04,Phantom Knights,0.2
2025-04,Runick,0.2
2025-04,Evilswarm,0.2
2025-04,Exosister,0.2
2025-04,True Draco,0.2
2025-04,Dracoslayer,0.2
2025-04,Lunalight,0.2
2025-04,Vaylantz,0.2
2025-04,Dinosaur,0.2
2025-04,Ninja,0.2
2025-04,Prank-Kids,0.2
2025-04,D/D/D,0.2
2025-04,Drytron,0.2
2025-04,Mikanko,0.2
2025-04,Cubic,0.2
2025-04,Lightsworn,0.1
2025-04,Odd-Eyes,0.1
2025-04,Springans,0.1
2025-04,Performage,0.1
2025-04,Nemleria,0.1
2025-04,Superheavy Samurai,0.1
2025-04,Performapal,0.1
2025-04,Metalfoes,0.1
2025-04,Infernity,0.1
2025-04,Madolche,0.1
2025-04,Shining Sarcophagus,0.1
2025-04,Ogdoadic,0.1
2025-04,Dogmatika,0.1
2025-04,World Legacy,0.1
2025-04,Melffy,0.1
2025-04,Earthbound,0.1
2025-04,Metalmorph,0.1
2025-04,Orcust,0.1
2025-04,Crystal Beast,0.1
2025-04,Gravekeeper,0.1
2025-04,Gunkan Suship,0.1
2025-04,Gaia,0.1
2025-04,Nekroz,0.1
2025-04,/Assault Mode,0.1
2025-04,P.U.N.K.,0.1
2025-04,Ghoti,0.1
2025-04,Amazement,0.1
2025-04,Skull Servant,0.1
2025-04,Mayakashi,0.1
2025-04,Blackwings,0.1
2025-04,Scareclaw,0.1
2025-04,Altergeist,0.1
2025-04,Dragoon,0.1
2025-04,Umi,0.1
2025-04,Gold Pride,0.1
2025-04,Synchron,0.1
2025-04,Eldlich,0.1
2025-04,Malefic,0.1
2025-04,Lyrilusc,0.1
2025-04,Mannadium,0.1
2025-04,Weather Painter,0.1
2025-05,Fiendsmith,14.2
2025-05,Blue-Eyes,12.8
2025-05,Snake-Eye,5.4
2025-05,P.U.N.K.,4.9
2025-05,Mermail Atlantean,4.2
2025-05,Branded,3.5
2025-05,Memento,3.4
2025-05,Centur-Ion,3.3
2025-05,Tenpai Dragon,3.1
2025-05,White Forest,2.9
2025-05,Voiceless Voice,2.2
2025-05,Yubel,2.2
2025-05,Labrynth,1.8
2025-05,HERO,1.4
2025-05,Tearlaments,1.3
2025-05,Mathmech,1.2
2025-05,Magical Musketeer,1.2
2025-05,Kashtira,1.2
2025-05,Shark,1.2
2025-05,Infernoble Knight,1.2
2025-05,Melodious,1.2
2025-05,Thunder Dragon,0.9
2025-05,Gimmick Puppet,0.8
2025-05,Purrely,0.8
2025-05,Live☆Twin,0.8
2025-05,Tachyon,0.8
2025-05,Bystial,0.8
2025-05,Exodia,0.8
2025-05,Plant,0.8
2025-05,Argostars,0.8
2025-05,Red Dragon Archfiend,0.7
2025-05,Barrier Statue,0.7
2025-05,Fire King,0.7
2025-05,Raidraptor,0.6
2025-05,Dinomorphia,0.6
2025-05,Chimera,0.6
2025-05,Ancient Gear,0.6
2025-05,Sky Striker,0.6
2025-05,Unchained,0.5
2025-05,Spright,0.5
2025-05,Goblin Biker,0.5
2025-05,Salamangreat,0.4
2025-05,Runick,0.4
2025-05,Rescue-ACE,0.4
2025-05,Mikanko,0.4
2025-05,Scareclaw,0.4
2025-05,Vaylantz,0.3
2025-05,Evil Eye,0.3
2025-05,Vaalmonica,0.3
2025-05,Adamancipator,0.3
2025-05,Drytron,0.3
2025-05,Dragon Link,0.3
2025-05,Endymion,0.3
2025-05,Ninja,0.3
2025-05,Horus,0.3
2025-05,Lightsworn,0.3
2025-05,Metalmorph,0.3
2025-05,Ritual Beast,0.3
2025-05,PSY-Frame,0.2
2025-05,Harpies,0.2
2025-05,D/D/D,0.2
2025-05,Vanquish Soul,0.2
2025-05,Melffy,0.2
2025-05,Phantom Knights,0.2
2025-05,Crystal Beast,0.2
2025-05,Traptrix,0.2
2025-05,Dinosaur,0.2
2025-05,Madolche,0.2
2025-05,Orcust,0.2
2025-05,Therion,0.2
2025-05,Dark Magician,0.2
2025-05,Cubic,0.2
2025-05,Red-Eyes,0.2
2025-05,Mayakashi,0.1
2025-05,Altergeist,0.1
2025-05,World Chalice,0.1
2025-05,SPYRAL,0.1
2025-05,Amazement,0.1
2025-05,Floowandereeze,0.1
2025-05,Pendulum,0.1
2025-05,World Legacy,0.1
2025-05,Ogdoadic,0.1
2025-05,Tellarknight,0.1
2025-05,Dream Mirror,0.1
2025-05,Sacred Beast,0.1
2025-05,ABC,0.1
2025-05,Swordsoul,0.1
2025-05,Invoke,0.1
2025-05,Phantasm Spiral,0.1
2025-05,Lyrilusc,0.1
2025-05,Darklord,0.1
2025-05,Herald,0.1
2025-05,Counter Fairies,0.1
2025-05,Alien,0.1
2025-05,Dracoslayer,0.1
2025-05,Naturia,0.1
2025-05,Lunalight,0.1
2025-05,Gishki,0.1
2025-05,Infernity,0.1
2025-05,Zoodiac,0.1
2025-06,Crystron,9.3
2025-06,Blue-Eyes,8.2
2025-06,Fiendsmith,5.9
2025-06,Snake-Eye,5.7
2025-06,Branded,4.6
2025-06,Tenpai Dragon,4.0
2025-06,Mermail Atlantean,3.5
2025-06,Centur-Ion,3.0
2025-06,Mimighoul,2.9
2025-06,Memento,2.8
2025-06,White Forest,2.7
2025-06,Ryu-Ge,2.3
2025-06,P.U.N.K.,1.9
2025-06,Kashtira,1.8
2025-06,Voiceless Voice,1.7
2025-06,Spright,1.7
2025-06,Yubel,1.3
2025-06,Fire King,1.2
2025-06,Labrynth,1.1
2025-06,Gimmick Puppet,1.1
2025-06,Red Dragon Archfiend,1.0
2025-06,Tearlaments,1.0
2025-06,Exodia,0.9
2025-06,Infernoble Knight,0.9
2025-06,Mathmech,0.9
2025-06,Materiactor,0.9
2025-06,Live☆Twin,0.8
2025-06,HERO,0.8
2025-06,Melodious,0.7
2025-06,Unchained,0.7
2025-06,Ancient Gear,0.7
2025-06,Salamangreat,0.6
2025-06,Dinosaur,0.6
2025-06,Sky Striker,0.6
2025-06,Chimera,0.6
2025-06,Traptrix,0.6
2025-06,Dragon Link,0.6
2025-06,Shark,0.6
2025-06,Thunder Dragon,0.6
2025-06,Plant,0.6
2025-06,Argostars,0.5
2025-06,Ritual Beast,0.5
2025-06,Pendulum,0.5
2025-06,Tachyon,0.5
2025-06,Vaalmonica,0.5
2025-06,Purrely,0.5
2025-06,Ninja,0.5
2025-06,Barrier Statue,0.5
2025-06,Dinomorphia,0.5
2025-06,Scareclaw,0.4
2025-06,Rescue-ACE,0.4
2025-06,D/D/D,0.3
2025-06,Arcana Force,0.3
2025-06,Raidraptor,0.3
2025-06,Metalmorph,0.3
2025-06,Bystial,0.3
2025-06,Ice Barrier,0.3
2025-06,Phantom Knights,0.3
2025-06,Magical Musketeer,0.3
2025-06,Runick,0.3
2025-06,Floowandereeze,0.3
2025-06,Vanquish Soul,0.3
2025-06,Orcust,0.3
2025-06,Crystal Beast,0.3
2025-06,Egyptian God,0.3
2025-06,Phantasm Spiral,0.3
2025-06,Dark Magician,0.3
2025-06,Evil Eye,0.3
2025-06,Cubic,0.2
2025-06,Machina,0.2
2025-06,Vaylantz,0.2
2025-06,Naturia,0.2
2025-06,SPYRAL,0.2
2025-06,Madolche,0.2
2025-06,ABC,0.2
2025-06,Paleozoic,0.2
2025-06,Harpies,0.2
2025-06,Fur Hire,0.2
2025-06,Gladiator Beasts,0.2
2025-06,True Draco,0.2
2025-06,Endymion,0.2
2025-06,Ogdoadic,0.2
2025-06,Gishki,0.1
2025-06,Lightsworn,0.1
2025-06,Clear World,0.1
2025-06,Red-Eyes,0.1
2025-06,Doll Monster,0.1
2025-06,Infernoid,0.1
2025-06,Adamancipator,0.1
2025-06,Galaxy Photon,0.1
2025-06,Utopia,0.1
2025-06,Goblin Biker,0.1
2025-06,Volcanic,0.1
2025-06,Marincess,0.1
2025-06,Chronomaly,0.1
2025-06,Superheavy Samurai,0.1
2025-06,Ghoti,0.1
2025-06,Virtual World,0.1
2025-06,Allure Queen,0.1
2025-06,Tellarknight,0.1
2025-06,Dual Avatar,0.1
2025-06,Dogmatika,0.1
2025-06,Lunalight,0.1
2025-06,Stromberg,0.1
2025-06,Zefra,0.1
2025-06,Plunder Patroll,0.1
2025-06,Prank-Kids,0.1
2025-06,Lair of Darkness,0.1
2025-06,Buster Blader,0.1
2025-06,Melffy,0.1
2025-06,Poker Knights,0.1
2025-06,3-Axis,0.1
2025-06,Destiny Board,0.1
2025-06,Lunalight Raidraptor,0.1
2025-06,Drytron,0.1
2025-06,Malefic,0.1
2025-06,Zombies,0.1
2025-06,Windwitch,0.1
2025-06,Fire Fist,0.1
2025-06,Dragon Ruler,0.1
2025-06,Amazement,0.1
2025-06,Tri-Brigade,0.1
2025-06,Mayakashi,0.1
2025-06,Blackwings,0.1
2025-06,Dracoslayer,0.1
2025-06,Charmer,0.1
2025-06,Rank 8 go 2nd,0.1
2025-06,Altergeist,0.1
2025-06,Noble Knight,0.1
2025-06,Nemleria,0.1
2025-06,Vernusylph,0.1
2025-06,PSY-Frame,0.1
2025-06,Trickstar,0.1
2025-06,Infernity,0.1
2025-06,Libromancer,0.1
2025-06,Super Quant,0.1
2025-06,Gem-Knights,0.1
2025-06,Exosister,0.1
2025-06,World Legacy,0.1
2025-06,Mikanko,0.1
2025-06,Swordsoul,0.1
2025-06,Zoodiac,0.1
2025-06,Shining Sarcophagus,0.1
2025-07,Maliss,25.2
2025-07,Blue-Eyes,6.9
2025-07,Tenpai Dragon,5.6
2025-07,Fiendsmith,3.6
2025-07,Mermail Atlantean,3.4
2025-07,Crystron,3.3
2025-07,Memento,3.1
2025-07,White Forest,3.0
2025-07,Voiceless Voice,2.2
2025-07,Barrier Statue,2.0
2025-07,Branded,1.9
2025-07,Centur-Ion,1.9
2025-07,Snake-Eye,1.5
2025-07,Tearlaments,1.5
2025-07,Swordsoul,1.4
2025-07,Red Dragon Archfiend,1.4
2025-07,Mathmech,1.4
2025-07,Labrynth,1.1
2025-07,Fire King,1.1
2025-07,Mimighoul,1.1
2025-07,Exodia,1.0
2025-07,Kashtira,1.0
2025-07,P.U.N.K.,1.0
2025-07,Traptrix,0.9
2025-07,Pendulum,0.9
2025-07,Shark,0.8
2025-07,Ice Barrier,0.8
2025-07,Chimera,0.7
2025-07,Plant,0.7
2025-07,Gimmick Puppet,0.6
2025-07,Dragon Link,0.6
2025-07,Unchained,0.6
2025-07,Dinosaur,0.6
2025-07,Yubel,0.6
2025-07,HERO,0.6
2025-07,Salamangreat,0.6
2025-07,Sky Striker,0.6
2025-07,Spright,0.6
2025-07,Purrely,0.5
2025-07,Melodious,0.5
2025-07,Ryu-Ge,0.5
2025-07,Dark Magician,0.5
2025-07,Floowandereeze,0.5
2025-07,Ancient Gear,0.5
2025-07,Dinomorphia,0.5
2025-07,Vanquish Soul,0.3
2025-07,Galaxy Photon,0.3
2025-07,Battlewasp,0.3
2025-07,Live☆Twin,0.3
2025-07,True Draco,0.3
2025-07,Tellarknight,0.3
2025-07,Horus,0.3
2025-07,Goblin Biker,0.3
2025-07,Thunder Dragon,0.3
2025-07,Phantom Knights,0.3
2025-07,Argostars,0.2
2025-07,Lightsworn,0.2
2025-07,Endymion,0.2
2025-07,Vaylantz,0.2
2025-07,Dracoslayer,0.2
2025-07,Mikanko,0.2
2025-07,D/D/D,0.2
2025-07,Runick,0.2
2025-07,Drytron,0.2
2025-07,Harpies,0.2
2025-07,Raidraptor,0.2
2025-07,Vaalmonica,0.2
2025-07,Scareclaw,0.2
2025-07,Ritual Beast,0.2
2025-07,Egyptian God,0.1
2025-07,Bystial,0.1
2025-07,Zoodiac,0.1
2025-07,Cubic,0.1
2025-07,Dragonmaid,0.1
2025-07,Altergeist,0.1
2025-07,SPYRAL,0.1
2025-07,Nekroz,0.1
2025-07,Chain Beat,0.1
2025-07,Marincess,0.1
2025-07,Lair of Darkness,0.1
2025-07,Monarchs,0.1
2025-07,Volcanic,0.1
2025-07,Ashened,0.1
2025-07,Zombies,0.1
2025-07,Metalmorph,0.1
2025-07,Gladiator Beasts,0.1
2025-07,Utopia,0.1
2025-07,Rescue-ACE,0.1
2025-07,Tenyi,0.1
2025-07,S-Force,0.1
2025-07,Machina,0.1
2025-07,Evil Eye,0.1
2025-07,Mayakashi,0.1
2025-07,Shinobird,0.1
2025-07,Madolche,0.1
2025-07,Mekk-Knights,0.1
2025-07,Invoke,0.1
2025-07,Paleozoic,0.1
2025-07,Dark World,0.1
2025-07,Harpie Tri-Brigade,0.1
2025-07,Vernusylph,0.1
2025-07,Arcana Force,0.1
2025-07,Amazement,0.1
2025-07,Malefic,0.1
2025-07,Tachyon,0.1
2025-07,Shining Sarcophagus,0.1
2025-07,Materiactor,0.1
2025-07,World Legacy,0.1
2025-07,Magical Musketeer,0.1
2025-07,Insect,0.1
2025-07,Weather Painter,0.1
2025-08,Ryzeal,16.5
2025-08,Maliss,15.5
2025-08,Tenpai Dragon,9.1
2025-08,Centur-Ion,6.3
2025-08,Blue-Eyes,4.0
2025-08,Red Dragon Archfiend,2.9
2025-08,White Forest,2.8
2025-08,Crystron,2.5
2025-08,Voiceless Voice,2.0
2025-08,Barrier Statue,2.0
2025-08,Six Samurai,1.8
2025-08,Jurrac,1.7
2025-08,Swordsoul,1.7
2025-08,Mermail Atlantean,1.7
2025-08,Fiendsmith,1.6
2025-08,Branded,1.6
2025-08,Labrynth,1.3
2025-08,Phantasm Spiral,1.3
2025-08,Fire King,1.2
2025-08,Tearlaments,1.1
2025-08,Fabled,0.8
2025-08,Exodia,0.8
2025-08,Ice Barrier,0.7
2025-08,Mathmech,0.7
2025-08,Synchron,0.7
2025-08,Yubel,0.6
2025-08,Traptrix,0.6
2025-08,Snake-Eye,0.6
2025-08,Memento,0.6
2025-08,Sky Striker,0.5
2025-08,Bystial,0.5
2025-08,Salamangreat,0.5
