Month,Deck,Percent
2022-03,Alien Ogdoadic,0.1
2022-03,Amazement,0.1
2022-03,Infernity,0.1
2022-03,Cipher,0.1
2022-03,Triamid,0.1
2022-03,Auroradon Combo,0.1
2022-03,Chain Burn,0.1
2022-03,Myutant,0.1
2022-03,Gusto Tri-Brigade,0.1
2022-03,Phantom Knight Burning Abyss,0.1
2022-03,Myutant Thunder Dragon,0.1
2022-03,Dino Thunder Dragon,0.1
2022-03,Ancient Gear,0.1
2022-03,Danger!,0.1
2022-03,Fire Fist Tri Brigade,0.1
2022-03,Nekroz Megalith,0.1
2022-03,Bujin,0.1
2022-03,Lunalight,0.1
2022-03,Speedroid Windwitch,0.1
2022-03,Simorgh,0.1
2022-03,Ojama,0.1
2022-03,Eldlich Cubic,0.1
2022-03,Tellarknight,0.1
2022-03,Amorphage,0.1
2022-03,PSY-Frame,0.1
2022-03,Thunder Dragon Buster Blader,0.1
2022-03,Shiranui Eldlich,0.1
2022-03,Flower Cardian,0.1
2022-03,Egyptian God,0.1
2022-03,Kozmo,0.1
2022-03,Fish,0.1
2022-03,Vennominaga Ogdoadic,0.1
2022-03,Poker Knights,0.1
2022-03,Zoodiac Sky Striker,0.1
2022-03,Invoked Dogmatika Witchcrafter,0.1
2022-03,Nephthys,0.1
2022-03,Crystron,0.1
2022-03,Evil Eye,0.1
2022-03,Tech Genus,0.1
2022-03,Cyber Angel,0.1
2022-03,Ice Barrier,0.1
2022-03,Harpies,0.1
2022-03,Windwitch,0.1
2022-03,Harpie Dragunity,0.1
2022-03,Lunalight Orcust,0.1
2022-03,Nurse Burn,0.1
2022-03,Live☆Twin Eldlich,0.1
2022-03,Zoodiac Kaiju,0.1
2022-03,Performage,0.1
2022-03,Noble Knight,0.1
2022-03,Invoked Thunder Dragon,0.1
2022-03,Zoodiac Eldlich,0.1
2022-04,Adamancipator,6.2
2022-04,Sky Striker,4.6
2022-04,Invoke,3.9
2022-04,Drytron,3.5
2022-04,Tri-Brigade,3.1
2022-04,Dinosaur,2.8
2022-04,Prank-Kids,2.8
2022-04,Virtual World,2.8
2022-04,Eldlich,2.4
2022-04,Mathmech,2.4
2022-04,Dragon Link,2.1
2022-04,Lyrilusc,2.0
2022-04,Thunder Dragon,1.9
2022-04,Pendulum,1.9
2022-04,Phantom Knights,1.9
2022-04,Speedroid,1.7
2022-04,Endymion,1.6
2022-04,Synchron,1.6
2022-04,Madolche,1.5
2022-04,True Draco,1.5
2022-04,HERO,1.4
2022-04,Cyber Dragon,1.4
2022-04,Traptrix,1.2
2022-04,Barrier Statue,1.1
2022-04,SPYRAL,1.1
2022-04,Salamangreat,1.1
2022-04,Numeron,1.1
2022-04,Zefra,1.1
2022-04,Rose Tenyi,1.1
2022-04,Despia Darklord,1.0
2022-04,Live☆Twin,1.0
2022-04,Fluffal,0.9
2022-04,Gren Maju,0.9
2022-04,Dragonmaid,0.9
2022-04,Ancient Warriors,0.8
2022-04,Dark Magician,0.8
2022-04,Subterror,0.7
2022-04,Megalith Drytron,0.7
2022-04,Dogmatika,0.7
2022-04,Zombies,0.7
2022-04,Plunder Patroll,0.7
2022-04,Kragen Control,0.6
2022-04,Blue-Eyes,0.6
2022-04,Danger! Thunder Dragon,0.6
2022-04,Witchcrafter,0.6
2022-04,Crusadia,0.6
2022-04,D/D/D,0.5
2022-04,Orcust,0.5
2022-04,Infernoble Knight,0.5
2022-04,Railway,0.5
2022-04,Mermail Atlantean,0.4
2022-04,Paleo Frog,0.4
2022-04,Zoodiac,0.4
2022-04,Despia Dogmatika Shaddoll,0.4
2022-04,Harpies,0.4
2022-04,Branded,0.4
2022-04,Metaphys,0.4
2022-04,Marincess,0.4
2022-04,Red Dragon Archfiend,0.4
2022-04,Magical Musketeer,0.4
2022-04,Unchained,0.4
2022-04,Utopia,0.4
2022-04,Phantasm Spiral,0.3
2022-04,Plant,0.3
2022-04,Altergeist,0.3
2022-04,Odd-Eyes,0.3
2022-04,Blackwings,0.3
2022-04,Lunalight,0.3
2022-04,Invoked Despia Shaddoll,0.3
2022-04,Machina,0.3
2022-04,Gladiator Beast Tri-Brigade,0.3
2022-04,Super Quant,0.2
2022-04,Mayakashi,0.2
2022-04,Myutant,0.2
2022-04,Mekk-Knights,0.2
2022-04,Ice Barrier,0.2
2022-04,ABC,0.2
2022-04,Time Thief Raidraptor,0.2
2022-04,Sky Striker Orcust,0.2
2022-04,Megalith,0.2
2022-04,Dragunity Dragonmaid,0.2
2022-04,World Chalice,0.2
2022-04,Charmer,0.2
2022-04,Buster Blader,0.2
2022-04,Thunder Dragon Orcust,0.2
2022-04,Monarch,0.2
2022-04,Rank 8 go 2nd,0.2
2022-04,Dragunity,0.2
2022-04,Skull Servant,0.2
2022-04,Lightsworn,0.2
2022-04,Infernoid,0.2
2022-04,Generaider,0.2
2022-04,Rose Dragon,0.2
2022-04,Dogmatika Nekroz,0.1
2022-04,Chaos,0.1
2022-04,Predaplant,0.1
2022-04,Toon,0.1
2022-04,Gem-Knights,0.1
2022-04,PSY-Frame,0.1
2022-04,Numeron Generaider,0.1
2022-04,Giant Ballpark,0.1
2022-04,Shiranui,0.1
2022-04,Raidraptor,0.1
2022-04,Live☆Twin Eldlich,0.1
2022-04,True Draco Eldlich,0.1
2022-04,Amazement,0.1
2022-04,Invoked Mekk-Knights,0.1
2022-04,Timelord,0.1
2022-04,Invoked Dogmatika Eldlich,0.1
2022-04,Sky Striker Eldlich,0.1
2022-04,Dark World,0.1
2022-04,Qliphort,0.1
2022-04,Formula Athletes,0.1
2022-04,Meklord,0.1
2022-04,Numeron Ra,0.1
2022-04,Invoked Despia,0.1
2022-04,Gravekeeper,0.1
2022-04,Fleur,0.1
2022-04,Igknight,0.1
2022-04,Amorphage,0.1
2022-04,Lunalight Raidraptor,0.1
2022-04,Mermail,0.1
2022-04,Weather Painter,0.1
2022-04,Yang Zing,0.1
2022-04,Lair of Darkness,0.1
2022-04,Crystron,0.1
2022-04,Rose Thunder Dragon,0.1
2022-04,Kozmo,0.1
2022-04,Cubic,0.1
2022-04,Cyber Stein FTK,0.1
2022-04,Melffy,0.1
2022-04,Sacred Beast,0.1
2022-04,Exodia,0.1
2022-04,Salamangreat Eldlich,0.1
2022-04,Zoodiac Eldlich,0.1
2022-04,Six Samurai,0.1
2022-04,Shiranui Eldlich,0.1
2022-04,Harpie Tri-Brigade,0.1
2022-04,Invoked Thunder Dragon,0.1
2022-04,Egyptian God,0.1
2022-04,Spellbook Dogmatika,0.1
2022-04,Live☆Twin Dogmatika,0.1
2022-04,Synchro Live☆Twin,0.1
2022-04,Tellarknight,0.1
2022-04,Orcust Mekk-Knight,0.1
2022-04,Superheavy Samurai,0.1
2022-04,Ritual Beast,0.1
2022-04,Invoked Cyber Dragon,0.1
2022-04,Chain Beat,0.1
2022-04,Yosenju,0.1
2022-04,Cyber Angel,0.1
2022-04,Generaider Musket,0.1
2022-04,Galaxy Photon,0.1
2022-04,Shaddoll,0.1
2022-04,Flower Cardian,0.1
2022-04,Evil Eye,0.1
2022-04,Yang Zing Tenyi,0.1
2022-04,Dracoslayer,0.1
2022-04,Solfachord,0.1
2022-04,Fossil,0.1
2022-04,Synchro Eldlich,0.1
2022-04,Gizmek,0.1
2022-04,Valkyrie,0.1
2022-04,Eldlich Cubic,0.1
2022-04,Invoked Dogmatika Nemeses,0.1
2022-04,Melffy Tri-Brigade,0.1
2022-04,Herald,0.1
2022-04,Fire Fist Tri Brigade,0.1
2022-04,Majespecter,0.1
2022-04,Zoodiac Kaiju,0.1
2022-04,Deskbot,0.1
2022-04,Graydle,0.1
2022-04,Mekk-Knight Buster Blader,0.1
2022-04,Vampire,0.1
2022-04,Nekroz,0.1
2022-04,Cyberse Combo,0.1
2022-04,Magikey Suship,0.1
2022-04,Burning Abyss,0.1
2022-04,Invoked Eldlich,0.1
2022-04,Worm Ogdoadic,0.1
2022-04,Nurse Burn,0.1
2022-04,Harpie Simorgh,0.1
2022-04,Inferno Tempest Necroface,0.1
2022-04,Ultra Athletes,0.1
2022-04,Live☆Twin Despia,0.1
2022-04,Sky Striker Crusadia,0.1
2022-04,Metalfoes,0.1
2022-04,Phantom Knight Burning Abyss,0.1
2022-04,Auroradon Combo,0.1
2022-04,Despia Shaddoll,0.1
2022-04,Sylvan,0.1
2022-04,Abyss Actor,0.1
2022-04,Infernity,0.1
2022-04,Invoked Suship,0.1
2022-04,Armed Dragon,0.1
2022-05,Swordsoul,17.7
2022-05,Tri-Brigade,4.5
2022-05,Sky Striker,4.2
2022-05,Eldlich,3.9
2022-05,Prank-Kids,3.1
2022-05,Invoke,2.7
2022-05,Mathmech,2.7
2022-05,Dinosaur,2.6
2022-05,Branded,2.5
2022-05,HERO,2.4
2022-05,Lyrilusc,2.1
2022-05,Phantom Knights,2.1
2022-05,Virtual World,2.0
2022-05,Adamancipator,1.8
2022-05,Drytron,1.7
2022-05,Numeron,1.5
2022-05,Dragon Link,1.4
2022-05,Thunder Dragon,1.3
2022-05,Salamangreat,1.3
2022-05,Cyber Dragon,1.3
2022-05,Traptrix,1.2
2022-05,Barrier Statue,1.0
2022-05,True Draco,1.0
2022-05,Endymion,0.9
2022-05,Madolche,0.8
2022-05,Zoodiac,0.8
2022-05,Fluffal,0.8
2022-05,Ancient Warriors,0.8
2022-05,Pendulum,0.7
2022-05,Zefra,0.7
2022-05,Orcust,0.7
2022-05,Gravekeeper,0.6
2022-05,Synchron,0.6
2022-05,SPYRAL,0.6
2022-05,Dragonmaid,0.6
2022-05,Rose Tenyi,0.6
2022-05,Gren Maju,0.6
2022-05,Live☆Twin,0.6
2022-05,Railway,0.6
2022-05,Speedroid,0.6
2022-05,Subterror,0.5
2022-05,P.U.N.K.,0.5
2022-05,Kragen Control,0.5
2022-05,Crusadia,0.5
2022-05,Cyberse Eldlich,0.5
2022-05,Zombies,0.4
2022-05,Phantasm Spiral,0.4
2022-05,Infernoble Knight,0.4
2022-05,Evil Eye,0.4
2022-05,Marincess,0.4
2022-05,Mermail Atlantean,0.4
2022-05,Mekk-Knights,0.4
2022-05,Cyberdark,0.3
2022-05,Blue-Eyes,0.3
2022-05,Paleo Frog,0.3
2022-05,Despia Darklord,0.3
2022-05,Machina,0.3
2022-05,Gladiator Beast Tri-Brigade,0.3
2022-05,Plunder Patroll,0.3
2022-05,Dark Magician,0.3
2022-05,Rank 8 go 2nd,0.3
2022-05,Time Thief Raidraptor,0.3
2022-05,Infernoid,0.3
2022-05,Auroradon Combo,0.3
2022-05,Sky Striker Orcust,0.3
2022-05,Harpies,0.3
2022-05,Unchained,0.3
2022-05,Charmer,0.2
2022-05,/Assault Mode,0.2
2022-05,Sky Striker Crusadia,0.2
2022-05,Dragunity Dragonmaid,0.2
2022-05,Dogmatika,0.2
2022-05,Witchcrafter,0.2
2022-05,Altergeist,0.2
2022-05,War Rock,0.2
2022-05,Galaxy Photon,0.2
2022-05,Despia Thunder Dragon,0.2
2022-05,Armed Dragon,0.2
2022-05,Solfachord,0.2
2022-05,P.U.N.K. Swordsoul,0.2
2022-05,Yosenju,0.2
2022-05,D/D/D,0.2
2022-05,Danger! Thunder Dragon,0.2
2022-05,Six Samurai,0.2
2022-05,Super Quant,0.2
2022-05,Chaos,0.2
2022-05,Megalith Drytron,0.2
2022-05,Odd-Eyes,0.1
2022-05,Valkyrie,0.1
2022-05,Skull Servant,0.1
2022-05,Invoked Thunder Dragon,0.1
2022-05,Ojama,0.1
2022-05,Invoked Mekk-Knights,0.1
2022-05,Invoked Dogmatika Eldlich,0.1
2022-05,Gem-Knights,0.1
2022-05,Virtual World Swordsoul,0.1
2022-05,Magical Musketeer,0.1
2022-05,Melffy,0.1
2022-05,Myutant,0.1
2022-05,Nurse Burn,0.1
2022-05,Blackwings,0.1
2022-05,Metaphys,0.1
2022-05,Megalith,0.1
2022-05,Abyss Actor,0.1
2022-05,Mekk-Knight Sky Striker,0.1
2022-05,Simorgh,0.1
2022-05,Invoked Despia,0.1
2022-05,Live☆Twin Dogmatika,0.1
2022-05,Windwitch,0.1
2022-05,Lunalight,0.1
2022-05,Eldlich Dogmatika,0.1
